Tournament Name,Year,Date,Time,WBGT,AQI Reading,EWCR,Air Temperature,Relative Humidity,Type of Day,Tournament City,Tournament Level,Region,Month,Hour
2024 - ROLAND GARROS GS,2024.0,05-21-2024,3:00 PM,20.0,,OUT,,,"[Partial Clouds, Humid]",PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-21-2024,6:00 PM,19.0,,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-22-2024,9:30 AM,14.0,5.0,OUT,,,"[Partial Clouds, Humid]",PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-22-2024,12:00 PM,17.0,,OUT,,,"[Sunny, Partial Clouds]",PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-22-2024,3:00 PM,19.0,,OUT,,,"[Cloudy, Windy]",PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-22-2024,7:00 PM,16.0,,OUT,,,[Partial Clouds],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-23-2024,10:30 AM,15.0,3.0,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-23-2024,1:00 PM,18.0,,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-23-2024,3:00 PM,19.0,,OUT,,,[Partial Clouds],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-24-2024,10:30 AM,15.0,3.0,OUT,,,[Partial Clouds],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-24-2024,12:30 PM,16.0,,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-24-2024,3:00 PM,18.0,,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-26-2024,10:30 AM,18.0,4.0,OUT,,,[Partial Clouds],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-26-2024,12:30 PM,19.0,,OUT,,,"[Cloudy, Humid]",PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-26-2024,3:00 PM,20.0,,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-27-2024,10:30 AM,15.0,3.0,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-27-2024,12:30 PM,16.0,,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-27-2024,3:30 PM,18.0,,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-28-2024,10:30 AM,13.0,2.0,OUT,,,"[Cloudy, Humid]",PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-28-2024,1:00 PM,14.0,,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-29-2024,10:30 AM,14.0,2.0,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-29-2024,1:00 PM,13.0,,SUSPENDED,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-30-2024,10:30 AM,13.0,3.0,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-30-2024,1:00 PM,14.0,,SUSPENDED,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-30-2024,4:30 PM,15.0,,SUSPENDED,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-30-2024,6:00 PM,15.0,,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-31-2024,9:30 AM,13.0,3.0,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-31-2024,12:30 PM,16.0,,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,05-31-2024,3:00 PM,15.0,,SUSPENDED,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,,
2024 - ROLAND GARROS GS,2024.0,6/01/2024,10:30 AM,14.0,3.0,OUT,,,"[Cloudy, Humid]",PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,6.0,
2024 - ROLAND GARROS GS,2024.0,6/01/2024,12:00 PM,16.0,,SUSPENDED,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,6.0,
2024 - ROLAND GARROS GS,2024.0,6/01/2024,3:00 PM,17.0,,SUSPENDED,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,6.0,
2024 - ROLAND GARROS GS,2024.0,6/01/2024,6:00 PM,16.0,,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,6.0,
2024 - ROLAND GARROS GS,2024.0,6/02/2024,10:30 AM,14.0,4.0,OUT,,,"[Cloudy, Humid]",PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,6.0,
2024 - ROLAND GARROS GS,2024.0,6/02/2024,12:00 PM,15.0,,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,6.0,
2024 - ROLAND GARROS GS,2024.0,6/02/2024,3:00 PM,18.0,,OUT,,,[Cloudy],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,6.0,
2024 - ROLAND GARROS GS,2024.0,6/02/2024,6:00 PM,21.0,,OUT,,,[Partial Clouds],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,6.0,
2024 - ROLAND GARROS GS,2024.0,6/03/2024,10:30 AM,15.0,4.0,OUT,,,[Sunny],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,6.0,
2024 - ROLAND GARROS GS,2024.0,6/03/2024,12:00 PM,17.0,,OUT,,,[Sunny],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,6.0,
2024 - ROLAND GARROS GS,2024.0,6/03/2024,3:00 PM,20.0,,OUT,,,[Sunny],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,6.0,
2024 - ROLAND GARROS GS,2024.0,6/03/2024,6:00 PM,20.0,,OUT,,,[Sunny],PARIS,GRAND SLAMS/WTA FINALS/ BJK CUP,Europe,6.0,
2024 - STRASBOURG 500,2024.0,05-17-2024,,,,,,,[],STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-18-2024,9:30 AM,18.4,18.0,OUT,21.6,44.7,"[Sunny, Humid]",STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-18-2024,12:30 PM,15.3,,OUT,18.5,57.4,[Partial Clouds],STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-19-2024,9:30 AM,15.1,24.0,OUT,16.6,62.6,"[Cloudy, Humid]",STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-19-2024,12:00 PM,20.8,,OUT,23.2,43.3,[Sunny],STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-20-2024,10:00 AM,20.9,23.0,OUT,24.1,43.6,[Sunny],STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-20-2024,12:30 PM,20.7,,OUT,25.0,40.0,[Sunny],STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-20-2024,3:30 PM,23.5,25.0,OUT,27.8,39.5,[Sunny],STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-21-2024,4:30 PM,17.4,22.0,OUT,19.6,70.9,"[Cloudy, Humid]",STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-22-2024,10:30 AM,17.3,21.0,OUT,20.8,50.7,"[Cloudy, Humid]",STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-22-2024,2:00 PM,18.6,,OUT,20.8,51.7,"[Cloudy, Humid]",STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-23-2024,10:30 AM,19.2,23.0,SUSPENDED,21.0,47.2,"[Cloudy, Humid]",STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-23-2024,2:00 PM,17.1,,SUSPENDED,19.5,57.7,"[Cloudy, Humid]",STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-24-2024,10:00 AM,17.2,17.0,OUT,19.7,55.2,[Partial Clouds],STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-24-2024,1:00 PM,17.1,,OUT,22.6,48.0,[Partial Clouds],STRASBOURG,,Europe,,
2024 - STRASBOURG 500,2024.0,05-25-2024,12:00 PM,19.2,22.0,OUT,22.4,42.1,"[Sunny, Partial Clouds]",STRASBOURG,,Europe,,
2024 - PARMA 125,2024.0,05-13-2024,10:30 AM,21.1,9.0,OUT,25.8,50.0,[Cloudy],PARMA,,Europe,,
2024 - PARMA 125,2024.0,05-13-2024,1:30 PM,22.6,13.0,OUT,25.3,39.0,[Sunny],PARMA,,Europe,,
2024 - PARMA 125,2024.0,05-13-2024,4:00 PM,20.8,7.0,OUT,25.3,50.0,[Cloudy],PARMA,,Europe,,
2024 - PARMA 125,2024.0,05-14-2024,10:30 AM,20.2,10.0,OUT,21.7,60.9,[Sunny],PARMA,,Europe,,
2024 - PARMA 125,2024.0,05-14-2024,1:30 PM,20.3,12.0,OUT,24.1,46.0,"[Sunny, Cloudy]",PARMA,,Europe,,
2024 - PARMA 125,2024.0,05-14-2024,4:00 PM,22.6,9.0,OUT,25.0,52.2,[Sunny],PARMA,,Europe,,
2024 - PARMA 125,2024.0,05-15-2024,2:30 PM,16.6,12.0,OUT,18.1,75.9,"[Cloudy, Humid]",PARMA,,Europe,,
2024 - PARMA 125,2024.0,05-16-2024,11:30 AM,16.1,23.0,,17.4,72.2,"[Cloudy, Humid]",PARMA,,Europe,,
2024 - PARMA 125,2024.0,05-17-2024,12:00 PM,18.7,6.0,OUT,22.3,41.3,[Sunny],PARMA,,Europe,,
2024 - PARMA 125,2024.0,05-17-2024,1:30 PM,21.5,6.0,OUT,25.9,,[Sunny],PARMA,,Europe,,
2024 - PARMA 125,2024.0,05-17-2024,3:30 PM,23.8,7.0,OUT,27.7,29.0,[Sunny],PARMA,,Europe,,
2024 - PARIS 125,2024.0,05-13-2024,9:30 AM,16.3,55.0,OUT,17.4,72.6,"[Cloudy, Humid]",PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-13-2024,11:30 AM,16.3,62.0,OUT,19.3,56.7,"[Cloudy, Humid]",PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-13-2024,4:00 PM,22.4,70.0,OUT,23.7,66.6,"[Partial Clouds, Humid]",PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-14-2024,,,,SUSPENDED,,,[],PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-15-2024,10:00 AM,17.3,33.0,OUT,18.3,53.5,[Partial Clouds],PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-15-2024,1:00 PM,19.6,45.0,OUT,22.1,41.8,[Sunny],PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-15-2024,2:00 PM,19.9,50.0,OUT,23.1,38.8,[Sunny],PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-15-2024,4:00 PM,23.9,50.0,OUT,26.8,34.9,[Sunny],PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-16-2024,10:30 AM,22.3,32.0,OUT,22.2,48.0,[Sunny],PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-16-2024,1:30 PM,20.4,35.0,OUT,21.8,37.8,"[Sunny, Partial Clouds]",PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-16-2024,4:30 PM,20.3,40.0,OUT,23.4,16.3,"[Sunny, Partial Clouds]",PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-17-2024,10:30 AM,17.8,20.0,OUT,17.8,56.6,"[Sunny, Partial Clouds]",PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-17-2024,1:30 PM,17.3,18.0,OUT,21.3,46.6,[Sunny],PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-18-2024,1:30 PM,21.2,11.0,OUT,20.1,55.1,[Partial Clouds],PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-18-2024,1:30 PM,19.8,,OUT,24.7,47.8,"[Sunny, Partial Clouds]",PARIS,,Europe,,
2024 - PARIS 125,2024.0,05-19-2024,2:00 PM,17.7,12.0,OUT,13.7,54.6,"[Sunny, Partial Clouds]",PARIS,,Europe,,
2024 - SAINT MALO 125,2024.0,04-29-2024,11:00 AM,17.1,36.0,OUT,18.6,40.0,[Sunny],SAINT MALO,,Europe,,
2024 - SAINT MALO 125,2024.0,04-29-2024,2:00 PM,13.9,,OUT,17.4,38.5,[Cloudy],SAINT MALO,,Europe,,
2024 - SAINT MALO 125,2024.0,04-29-2024,4:00 PM,12.4,,OUT,15.4,38.0,[Cloudy],SAINT MALO,,Europe,,
2024 - SAINT MALO 125,2024.0,04-30-2024,10:30 AM,15.7,38.0,OUT,18.9,51.6,[Cloudy],SAINT MALO,,Europe,,
2024 - SAINT MALO 125,2024.0,04-30-2024,1:00 PM,16.6,,OUT,20.3,54.5,[Cloudy],SAINT MALO,,Europe,,
2024 - SAINT MALO 125,2024.0,04-30-2024,3:00 PM,18.6,,OUT,23.4,54.0,[Cloudy],SAINT MALO,,Europe,,
2024 - SAINT MALO 125,2024.0,5/01/2024,4:00 PM,12.6,,OUT,13.8,55.4,[Cloudy],SAINT MALO,,Europe,5.0,
2024 - SAINT MALO 125,2024.0,5/02/2024,12:30 PM,13.8,33.0,OUT,15.2,56.2,[Sunny],SAINT MALO,,Europe,5.0,
2024 - SAINT MALO 125,2024.0,5/02/2024,2:30 PM,12.0,,OUT,15.4,48.4,[Cloudy],SAINT MALO,,Europe,5.0,
2024 - SAINT MALO 125,2024.0,5/04/2024,12:00 PM,15.4,,OUT,18.9,45.3,[Sunny],SAINT MALO,,Europe,5.0,
2024 - SAINT MALO 125,2024.0,5/04/2024,4:00 PM,12.2,,OUT,13.0,43.0,[Cloudy],SAINT MALO,,Europe,5.0,
2024 - SAINT MALO 125,2024.0,5/05/2024,2:30 PM,18.4,40.0,OUT,20.1,58.9,[Sunny],SAINT MALO,,Europe,5.0,
2024 - ROME 1000,2024.0,5/06/2024,,,,,,,[],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/06/2024,9:30 AM,19.1,55.0,OUT,22.8,41.2,"[Sunny, Dry]",ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/06/2024,1:30 PM,21.7,55.0,OUT,26.2,46.2,"[Sunny, Dry]",ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/06/2024,3:30 PM,21.9,55.0,OUT,26.8,38.0,"[Sunny, Dry]",ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/07/2024,9:30 AM,18.6,26.0,OUT,24.9,30.4,"[Sunny, Humid]",ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/07/2024,12:15 PM,19.1,54.0,OUT,22.6,51.6,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/07/2024,3:30 PM,19.3,55.0,OUT,20.9,70.8,[Cloudy],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/08/2024,10:30 AM,20.3,55.0,OUT,24.2,56.9,[Cloudy],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/08/2024,1:30 PM,24.3,55.0,OUT,29.9,34.7,[Cloudy],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/08/2024,4:30 PM,17.1,55.0,OUT,20.7,51.7,[Cloudy],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/09/2024,10:30 AM,23.9,25.0,OUT,26.9,58.9,[Partial Clouds],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/09/2024,1:30 PM,27.7,59.0,OUT,32.7,31.0,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/10/2024,10:30 AM,23.6,48.0,OUT,24.8,43.9,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/10/2024,1:30 PM,26.0,56.0,OUT,38.3,30.9,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/10/2024,5:30 PM,19.9,56.0,OUT,24.9,48.7,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/10/2024,7:30 PM,17.0,,OUT,20.3,49.0,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/11/2024,10:30 AM,19.7,53.0,OUT,25.4,40.4,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/11/2024,1:30 PM,26.8,29.0,OUT,34.3,27.8,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/11/2024,4:30 PM,18.8,29.0,OUT,24.3,44.0,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/11/2024,6:30 PM,17.4,29.0,OUT,22.6,45.8,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/12/2024,10:30 AM,20.1,29.0,OUT,24.8,43.6,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/12/2024,4:30 PM,19.1,28.0,OUT,24.3,43.0,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/12/2024,6:30 PM,16.9,29.0,OUT,22.9,42.4,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,5/12/2024,1:30 PM,26.7,29.0,OUT,34.3,28.1,[Sunny],ROME,,Europe,5.0,
2024 - ROME 1000,2024.0,05-13-2024,10:30 AM,20.5,29.0,OUT,26.6,32.7,[Sunny],ROME,,Europe,,
2024 - ROME 1000,2024.0,05-13-2024,1:30 PM,29.8,29.0,OUT,38.4,21.6,[Sunny],ROME,,Europe,,
2024 - ROME 1000,2024.0,05-13-2024,4:30 PM,18.4,29.0,OUT,25.5,41.7,[Sunny],ROME,,Europe,,
2024 - ROME 1000,2024.0,05-14-2024,2:00 PM,26.7,51.0,OUT,34.3,25.2,[Sunny],ROME,,Europe,,
2024 - ROME 1000,2024.0,05-15-2024,12:30 PM,24.0,52.0,OUT,27.9,42.5,[Partial Clouds],ROME,,Europe,,
2024 - ROME 1000,2024.0,05-15-2024,3:30 PM,25.7,60.0,OUT,29.8,34.5,[Partial Clouds],ROME,,Europe,,
2024 - ROME 1000,2024.0,05-15-2024,6:30 PM,20.3,56.0,OUT,24.6,54.8,"[Partial Clouds, Windy]",ROME,,Europe,,
2024 - ROME 1000,2024.0,05-16-2024,2:30 PM,23.9,56.0,OUT,27.2,57.5,[Sunny],ROME,,Europe,,
2024 - ROME 1000,2024.0,05-16-2024,6:30 PM,19.4,60.0,OUT,22.4,65.8,[Partial Clouds],ROME,,Europe,,
2024 - ROME 1000,2024.0,05-16-2024,10:00 PM,18.9,39.0,OUT,21.6,75.5,[Partial Clouds],ROME,,Europe,,
2024 - ROME 1000,2024.0,05-17-2024,1:30 PM,26.5,46.0,OUT,35.2,22.8,[Sunny],ROME,,Europe,,
2024 - ROME 1000,2024.0,05-17-2024,6:30 PM,18.4,52.0,OUT,23.4,49.2,[Sunny],ROME,,Europe,,
2024 - ROME 1000,2024.0,05-18-2024,6:30 PM,19.3,102.0,OUT,26.4,33.1,[Sunny],ROME,,Europe,,
2024 - ROME 1000,2024.0,05-19-2024,1:30 PM,23.8,79.0,OUT,25.8,71.5,[Sunny],ROME,,Europe,,
2024 - ROME 1000,2024.0,5/06/2024,10:00 AM,18.3,48.0,OUT,21.4,47.1,[Sunny],ROME,,Europe,5.0,
2024 - LLEIDA 125,2024.0,04-30-2024,9:00 AM,13.2,21.0,OUT,13.6,77.9,"[Cloudy, Humid]",LLEIDA,,Europe,,
2024 - LLEIDA 125,2024.0,04-30-2024,12:00 PM,18.3,21.0,OUT,19.3,66.5,"[Cloudy, Humid]",LLEIDA,,Europe,,
2024 - LLEIDA 125,2024.0,04-30-2024,3:30 PM,21.6,22.0,OUT,25.1,46.0,[Sunny],LLEIDA,,Europe,,
2024 - LLEIDA 125,2024.0,5/01/2024,9:30 AM,12.6,17.0,OUT,14.6,65.8,"[Cloudy, Windy, Humid]",LLEIDA,,Europe,5.0,
2024 - LLEIDA 125,2024.0,5/01/2024,12:30 PM,14.9,19.0,OUT,17.1,45.3,"[Sunny, Windy, Humid]",LLEIDA,,Europe,5.0,
2024 - LLEIDA 125,2024.0,5/01/2024,2:30 PM,14.6,24.0,OUT,19.1,43.0,"[Sunny, Windy, Humid]",LLEIDA,,Europe,5.0,
2024 - LLEIDA 125,2024.0,5/02/2024,10:00 AM,13.5,16.0,OUT,14.8,44.2,"[Sunny, Humid]",LLEIDA,,Europe,5.0,
2024 - LLEIDA 125,2024.0,5/02/2024,2:00 PM,16.8,23.0,OUT,29.6,56.8,"[Sunny, Windy, Humid]",LLEIDA,,Europe,5.0,
2024 - LLEIDA 125,2024.0,5/02/2024,4:00 PM,17.2,25.0,OUT,19.8,67.0,"[Sunny, Windy, Humid]",LLEIDA,,Europe,5.0,
2024 - LLEIDA 125,2024.0,5/03/2024,10:30 AM,15.6,14.0,OUT,17.2,54.4,"[Sunny, Humid]",LLEIDA,,Europe,5.0,
2024 - LLEIDA 125,2024.0,5/02/2024,2:00 PM,19.4,19.0,OUT,21.8,47.9,"[Sunny, Windy, Humid]",LLEIDA,,Europe,5.0,
2024 - LLEIDA 125,2024.0,5/02/2024,4:00 PM,21.6,25.0,OUT,22.2,57.3,"[Sunny, Windy, Humid]",LLEIDA,,Europe,5.0,
2024 - LLEIDA 125,2024.0,5/04/2024,10:30 AM,15.7,12.0,OUT,18.3,48.9,"[Sunny, Humid]",LLEIDA,,Europe,5.0,
2024 - LLEIDA 125,2024.0,5/04/2024,12:30 PM,18.9,21.0,OUT,20.1,59.4,"[Sunny, Windy, Humid]",LLEIDA,,Europe,5.0,
2024 - LLEIDA 125,2024.0,5/04/2024,4:00 PM,23.8,21.0,OUT,24.9,63.9,"[Sunny, Windy, Humid]",LLEIDA,,Europe,5.0,
2024 - LLEIDA 125,2024.0,5/05/2024,11:30 AM,20.4,19.0,OUT,24.3,37.5,"[Sunny, Humid]",LLEIDA,,Europe,5.0,
2024 - MADRID 1000,2024.0,04-22-2024,9:30 AM,7.3,28.0,OUT,10.9,38.7,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-22-2024,12:30 PM,11.6,29.0,OUT,16.4,29.6,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-23-2024,10:30 AM,6.5,29.0,OUT,11.7,23.7,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-24-2024,10:30 AM,6.8,25.0,OUT,12.0,26.4,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-25-2024,10:30 AM,10.6,25.0,OUT,15.0,38.3,[Cloudy],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-22-2024,4:00 PM,17.8,25.0,OUT,24.6,13.3,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-26-2024,10:30 AM,12.3,25.0,OUT,15.6,46.1,[Cloudy],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-26-2024,1:30 PM,14.3,33.0,OUT,19.7,31.2,[Cloudy],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-27-2024,1:30 PM,10.0,35.0,OUT,13.0,44.8,"[Cloudy, Windy, Humid]",MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-27-2024,10:30 AM,11.6,32.0,OUT,16.4,42.1,"[Cloudy, Humid]",MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-28-2024,10:30 AM,8.9,25.0,OUT,11.8,48.7,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-29-2024,10:30 AM,11.6,20.0,OUT,16.1,42.1,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-23-2024,1:30 PM,17.1,,OUT,21.9,22.4,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-24-2024,1:30 PM,20.1,,OUT,26.4,10.6,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-24-2024,4:30 PM,12.6,,OUT,19.8,21.6,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-25-2024,1:30 PM,20.4,,OUT,26.2,10.3,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-25-2024,4:30 PM,14.7,,OUT,22.6,21.2,[Cloudy],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-29-2024,1:30 PM,19.7,,OUT,25.3,23.3,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-29-2024,4:00 PM,21.2,,OUT,27.4,20.9,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,04-30-2024,10:30 AM,12.5,53.0,OUT,17.6,41.6,[Sunny],MADRID,,Europe,,
2024 - MADRID 1000,2024.0,5/01/2024,11:30 AM,11.7,31.0,OUT,15.4,29.8,[Partial Clouds],MADRID,,Europe,5.0,
2024 - MADRID 1000,2024.0,5/02/2024,3:30 PM,14.8,,OUT,21.0,24.5,[Cloudy],MADRID,,Europe,5.0,
2024 - CHARLESTON 500,2024.0,03-30-2024,10:30 AM,23.1,20.0,OUT,25.9,70.5,[Sunny],CHARLESTON,,North America,,
2024 - CHARLESTON 500,2024.0,03-30-2024,1:00 PM,25.5,20.0,OUT,27.9,72.5,[Sunny],CHARLESTON,,North America,,
2024 - CHARLESTON 500,2024.0,4/01/2024,10:30 AM,22.2,21.0,OUT,25.5,73.0,[Sunny],CHARLESTON,,North America,4.0,
2024 - CHARLESTON 500,2024.0,4/01/2024,1:00 PM,25.6,21.0,OUT,28.0,80.0,[Sunny],CHARLESTON,,North America,4.0,
2024 - CHARLESTON 500,2024.0,4/02/2024,10:30 AM,23.1,20.0,OUT,25.9,70.5,"[Sunny, Partial Clouds]",CHARLESTON,,North America,4.0,
2024 - CHARLESTON 500,2024.0,03-31-2024,10:30 AM,21.1,12.0,OUT,25.2,76.1,[Sunny],CHARLESTON,,North America,,
