Date_sb,Date of Session,Day of Session,Month of Session,Numerical Value of Month,Year_sb,Date_c,Epoch,Date Reverse,Week,Entered On,Index,WTA Tournament,Log Date,Match Start Time,Time of Reading,WBGT,Air Temperature (TA),Black Globe Temperature (Globe Temp),Relative Humidity_sb,Type of Day,AQI Reading_sb,EWCR,Completion Status,Tournament,Year_sb,Tournament Number,Tournament Surface,Tournament Level,event-uuid_sb,group-uuid_sb,Date_catapult,Key Field,Date And Time,Days Of Week,End Date:,End Date And Time,Heat Stress Record Label,Label,Months,Start Date:,Start Date And Time,Template Label,Weeks,Year_catapult,EWR - Suspension Or Change In Time,Heat Reading Log - EWR Cause Change,Suspension/Change Match Date,Reason For Suspension/adaptation Of Start Time,Heat Stress Date,Heat Stress Match Start Time,Time Of Heat Reading,Heat Stress Index,Heat Rule In/out,Air Temperature,Ground Temperature,Relative Humidity_catapult,Type Of Day,AQI Reading_catapult,event-uuid_catapult,group-uuid_catapult
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,"45144118245145.0056481482Montreal 202326.241.946.645145.0056481482Sunny ,Windy2023-W31",07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/09/2023,11:00:00,10:30:00,25.2,Out,26.9,39.8,42.9,Sunny,21.0,15134e69-536b-452c-a144-5ed33627a59b,783d8598-2e98-42d8-b09c-5f81c2867425
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,"45144118245145.0056481482Montreal 202326.241.946.645145.0056481482Sunny ,Windy2023-W31",07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/09/2023,11:00:00,12:30:00,23.4,Out,26.8,41.2,41.4,"Sunny ,Windy,Sunny",18.0,15134e69-536b-452c-a144-5ed33627a59b,783d8598-2e98-42d8-b09c-5f81c2867425
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,"45144118245145.0056481482Montreal 202326.241.946.645145.0056481482Sunny ,Windy2023-W31",07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/09/2023,11:00:00,14:30:00,28.5,Out,38.7,40.2,33.3,"Sunny ,Windy",17.0,15134e69-536b-452c-a144-5ed33627a59b,783d8598-2e98-42d8-b09c-5f81c2867425
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,"45144118245145.0056481482Montreal 202326.241.946.645145.0056481482Sunny ,Windy2023-W31",07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/09/2023,11:00:00,18:30:00,21.6,Out,28.3,27.4,42.1,Sunny,25.0,15134e69-536b-452c-a144-5ed33627a59b,783d8598-2e98-42d8-b09c-5f81c2867425
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,"45144118245145.0056481482Montreal 202326.241.946.645145.0056481482Sunny ,Windy2023-W31",07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,08-13-2023,13:30:00,15:30:00,24.2,Out,29.4,40.8,40.4,"Sunny ,Partial Clouds,Windy",,15134e69-536b-452c-a144-5ed33627a59b,783d8598-2e98-42d8-b09c-5f81c2867425
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,45144118245145.0056481482Montreal 202321.738.725.945145.0056481482Sunny2023-W31,07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/06/2023,11:00:00,3:30:00,21.7,Out,28.3,38.7,25.9,Sunny,26.0,a1939352-dc3b-40fa-a6bf-2bced0483b24,fd64dbfa-e376-446d-bf2f-bba3bf9b81f4
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,45144118245145.0056481482Montreal 202321.738.725.945145.0056481482Sunny2023-W31,07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/07/2023,11:00:00,10:40:00,18.7,Out,23.3,24.8,48.8,Cloudy,,a1939352-dc3b-40fa-a6bf-2bced0483b24,fd64dbfa-e376-446d-bf2f-bba3bf9b81f4
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,45144118245145.0056481482Montreal 202321.738.725.945145.0056481482Sunny2023-W31,07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/07/2023,11:00:00,18:20:00,18.4,Out,20.8,21.6,69.8,Cloudy,,a1939352-dc3b-40fa-a6bf-2bced0483b24,fd64dbfa-e376-446d-bf2f-bba3bf9b81f4
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,45144118245145.0056481482Montreal 202321.738.725.945145.0056481482Sunny2023-W31,07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/09/2023,11:00:00,18:30:00,21.6,Out,28.3,27.4,42.1,Sunny,,a1939352-dc3b-40fa-a6bf-2bced0483b24,fd64dbfa-e376-446d-bf2f-bba3bf9b81f4
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,45144118245145.0056481482Montreal 202321.738.725.945145.0056481482Sunny2023-W31,07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/11/2023,12:00:00,13:00:00,18.1,Out,23.4,24.7,46.6,"Cloudy,Windy",30.0,a1939352-dc3b-40fa-a6bf-2bced0483b24,fd64dbfa-e376-446d-bf2f-bba3bf9b81f4
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,45144118245145.0056481482Montreal 202321.738.725.945145.0056481482Sunny2023-W31,07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/11/2023,12:00:00,18:30:00,18.4,Out,23.4,23.7,47.0,"Cloudy,Windy",30.0,a1939352-dc3b-40fa-a6bf-2bced0483b24,fd64dbfa-e376-446d-bf2f-bba3bf9b81f4
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,45144118245145.0056481482Montreal 202321.738.725.945145.0056481482Sunny2023-W31,07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/05/2023,11:00:00,10:30:00,20.9,Out,24.3,35.6,43.3,Sunny,,a1939352-dc3b-40fa-a6bf-2bced0483b24,fd64dbfa-e376-446d-bf2f-bba3bf9b81f4
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,45144118245145.0056481482Montreal 202321.738.725.945145.0056481482Sunny2023-W31,07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/05/2023,11:00:00,12:00:00,23.1,Out,28.8,41.1,31.4,Sunny,,a1939352-dc3b-40fa-a6bf-2bced0483b24,fd64dbfa-e376-446d-bf2f-bba3bf9b81f4
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,45144118245145.0056481482Montreal 202321.738.725.945145.0056481482Sunny2023-W31,07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/05/2023,11:00:00,16:30:00,20.4,Out,26.7,36.0,30.6,Cloudy,,a1939352-dc3b-40fa-a6bf-2bced0483b24,fd64dbfa-e376-446d-bf2f-bba3bf9b81f4
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MONTREAL,,,,,,,2023-06-08,45144118245145.0056481482Montreal 202321.738.725.945145.0056481482Sunny2023-W31,07.08.2023 0:08:08,7.0,8/07/2023,,Montreal 2023,Montreal 2023,2023-08,8/06/2023,07.08.2023 0:08:08,Environmental Data Entry Sheet,2023-W31,2023.0,,,,,8/06/2023,11:00:00,12:00:00,25.2,Out,33.1,46.0,23.3,Sunny,,a1939352-dc3b-40fa-a6bf-2bced0483b24,fd64dbfa-e376-446d-bf2f-bba3bf9b81f4
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202327.148.130.644975.6940393519Sunny ,Windy2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-21-2023,13:00:00,15:00:00,27.1,Out,35.7,48.1,30.6,"Sunny ,Windy",,b0e99bdd-8773-45f4-84ab-2939f44cbcbb,49819fdf-32e8-45b1-9513-d298ff5a39bd
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202327.148.130.644975.6940393519Sunny ,Windy2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-22-2023,15:00:00,15:30:00,29.6,Out,37.7,50.7,28.4,Sunny,,b0e99bdd-8773-45f4-84ab-2939f44cbcbb,49819fdf-32e8-45b1-9513-d298ff5a39bd
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202327.148.130.644975.6940393519Sunny ,Windy2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-22-2023,15:00:00,19:00:00,23.8,Out,28.8,27.2,56.3,Sunny,,b0e99bdd-8773-45f4-84ab-2939f44cbcbb,49819fdf-32e8-45b1-9513-d298ff5a39bd
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202327.148.130.644975.6940393519Sunny ,Windy2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-23-2023,15:00:00,15:00:00,29.8,Out,36.7,50.0,31.4,Sunny,,b0e99bdd-8773-45f4-84ab-2939f44cbcbb,49819fdf-32e8-45b1-9513-d298ff5a39bd
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202327.148.130.644975.6940393519Sunny ,Windy2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-24-2023,15:00:00,15:00:00,26.1,Out,33.4,37.5,35.7,Sunny,,b0e99bdd-8773-45f4-84ab-2939f44cbcbb,49819fdf-32e8-45b1-9513-d298ff5a39bd
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202327.148.130.644975.6940393519Sunny ,Windy2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-25-2023,19:00:00,19:00:00,23.8,Out,25.1,23.9,88.5,Sunny,,b0e99bdd-8773-45f4-84ab-2939f44cbcbb,49819fdf-32e8-45b1-9513-d298ff5a39bd
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202324.629.977.244975.6940393519Humid ,Partial Clouds2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-18-2023,10:00:00,10:00:00,24.6,Out,25.9,29.9,77.2,"Humid ,Partial Clouds",35.0,9cc98c6d-eda9-4a5b-b402-6a3dc13c3e8b,223fbcbe-c4e0-452e-9de5-1e284e868713
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202324.629.977.244975.6940393519Humid ,Partial Clouds2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-18-2023,10:00:00,12:30:00,24.4,Out,26.4,28.9,73.5,"Cloudy,Windy",,9cc98c6d-eda9-4a5b-b402-6a3dc13c3e8b,223fbcbe-c4e0-452e-9de5-1e284e868713
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202324.629.977.244975.6940393519Humid ,Partial Clouds2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-18-2023,10:00:00,15:30:00,23.2,Out,24.9,25.4,79.6,"Cloudy,Windy",,9cc98c6d-eda9-4a5b-b402-6a3dc13c3e8b,223fbcbe-c4e0-452e-9de5-1e284e868713
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202324.629.977.244975.6940393519Humid ,Partial Clouds2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-19-2023,10:00:00,10:00:00,28.6,Out,31.2,43.5,55.3,Sunny,38.0,9cc98c6d-eda9-4a5b-b402-6a3dc13c3e8b,223fbcbe-c4e0-452e-9de5-1e284e868713
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202324.629.977.244975.6940393519Humid ,Partial Clouds2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-19-2023,10:00:00,13:30:00,26.4,Out,35.5,39.2,35.7,"Sunny ,Windy",,9cc98c6d-eda9-4a5b-b402-6a3dc13c3e8b,223fbcbe-c4e0-452e-9de5-1e284e868713
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202324.629.977.244975.6940393519Humid ,Partial Clouds2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-19-2023,10:00:00,15:30:00,26.4,Out,29.5,34.0,62.8,"Sunny ,Windy",,9cc98c6d-eda9-4a5b-b402-6a3dc13c3e8b,223fbcbe-c4e0-452e-9de5-1e284e868713
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202324.629.977.244975.6940393519Humid ,Partial Clouds2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-20-2023,13:00:00,13:00:00,28.3,Out,37.2,47.6,24.5,Sunny,,9cc98c6d-eda9-4a5b-b402-6a3dc13c3e8b,223fbcbe-c4e0-452e-9de5-1e284e868713
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202324.629.977.244975.6940393519Humid ,Partial Clouds2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-20-2023,13:00:00,15:00:00,28.0,Out,32.8,42.8,44.3,Sunny,,9cc98c6d-eda9-4a5b-b402-6a3dc13c3e8b,223fbcbe-c4e0-452e-9de5-1e284e868713
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202324.629.977.244975.6940393519Humid ,Partial Clouds2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-20-2023,13:00:00,18:30:00,23.3,Out,24.5,23.6,88.8,Sunny,,9cc98c6d-eda9-4a5b-b402-6a3dc13c3e8b,223fbcbe-c4e0-452e-9de5-1e284e868713
,,,,,,,,,,,,,,,,,,,,,,,,2023 - MÉRIDA,,,,,,,,"44975116044975.6940393519Merida 202324.629.977.244975.6940393519Humid ,Partial Clouds2023-W07",18.02.2023 16:39:25,6.0,02-18-2023,,Merida 2023,Merida 2023,2023-02,2/18/2023,18.02.2023 16:39:25,Environmental Data Entry Sheet,2023-W07,2023.0,,,,,02-21-2023,13:00:00,13:00:00,27.3,Out,34.2,42.9,31.7,Sunny,43.0,9cc98c6d-eda9-4a5b-b402-6a3dc13c3e8b,223fbcbe-c4e0-452e-9de5-1e284e868713
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-17-2023,14:00:00,21:00:00,,Out,,,,,114.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-18-2023,14:00:00,13:30:00,28.7,Out,33.0,52.8,43.7,Sunny,97.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-18-2023,14:00:00,16:00:00,24.1,Out,31.2,34.0,38.7,Sunny,87.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-18-2023,14:00:00,17:30:00,21.4,Out,26.6,26.2,51.0,Sunny,91.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-18-2023,14:00:00,19:00:00,,Out,,,,Sunny,102.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-18-2023,14:00:00,20:30:00,,Out,,,,,151.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-19-2023,15:00:00,13:00:00,,Out,,,,Rain,50.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-19-2023,15:00:00,15:00:00,,Out,,,,Rain,30.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-19-2023,15:00:00,17:00:00,,Out,,,,Rain,21.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-19-2023,15:00:00,19:00:00,,Out,,,,,50.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-20-2023,11:00:00,10:30:00,,Out,,,,"Cloudy,Windy",30.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-20-2023,11:00:00,12:30:00,21.1,Out,25.8,38.1,35.1,"Partial Clouds,Windy,Sunny",55.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-20-2023,11:00:00,14:30:00,21.2,Out,25.6,33.1,34.5,"Sunny ,Windy",76.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-20-2023,11:00:00,16:30:00,16.3,Out,21.6,23.4,40.8,"Partial Clouds,Windy,Sunny",87.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-20-2023,11:00:00,17:30:00,15.1,Out,20.4,19.9,42.7,"Sunny ,Windy",87.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-20-2023,11:00:00,19:00:00,,Out,,,,Windy,97.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
,,,,,,,,,,,,,,,,,,,,,,,,2023 - NANCHANG,,,,,,,,452121526745212.2712962963Nanchang 202345212.27129629632023-W41,13.10.2023 6:30:40,5.0,10-13-2023,,Nanchang 2023,Nanchang 2023,2023-10,10/13/2023,13.10.2023 6:30:40,Environmental Data Entry Sheet,2023-W41,2023.0,,,,,10-21-2023,13:00:00,12:30:00,19.4,Out,26.1,30.7,31.2,Sunny,55.0,5a1e8f1c-eab9-4598-8eef-1ce074883732,8c91b556-6ae1-4882-b4ee-6e640cab07c2
